bucket,n,wins,losses,time_exits,win_rate_pct,stop_rate_pct,avg_r,expectancy_R,profit_factor,avg_hold_bars,low_n
UNKNOWN,3064,1465,1297,302,47.8,42.3,0.046,0.046,1.1,8.3,no
