confidence,date,exit_bars,outcome,r_multiple,regime,sector,setup,symbol
91.4,2025-07-31,12,T1_HIT,0.629,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
84.5,2025-08-01,11,T1_HIT,0.678,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
75.5,2025-08-04,10,T1_HIT,0.699,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
75.7,2025-08-05,12,T1_HIT,0.69,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
75.2,2025-08-06,8,T1_HIT,0.687,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
80.0,2025-08-18,2,T1_HIT,0.871,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
91.3,2025-08-19,12,T1_HIT,0.663,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
77.3,2025-08-20,11,T1_HIT,0.761,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
73.4,2025-08-21,11,T1_HIT,0.948,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
82.8,2025-08-22,20,TIME_EXIT,0.313,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
81.3,2025-08-25,20,TIME_EXIT,0.173,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
91.7,2025-09-05,15,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
78.8,2025-09-08,14,STOP_HIT,-1.024,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
81.8,2025-09-09,13,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
77.4,2025-09-10,12,STOP_HIT,-1.032,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
73.4,2025-09-11,11,STOP_HIT,-1.032,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
71.4,2025-09-19,4,STOP_HIT,-1.058,BULLISH,UNKNOWN,OTHER,ACUTAAS.NS
75.8,2025-10-13,4,T1_HIT,0.848,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
73.4,2025-10-14,3,T1_HIT,0.934,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
90.1,2025-10-15,2,T1_HIT,0.679,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
80.4,2025-10-16,1,T1_HIT,0.652,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
90.9,2025-10-17,1,T1_HIT,0.627,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
90.4,2025-10-20,10,T1_HIT,0.561,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
72.7,2025-10-21,20,TIME_EXIT,-0.411,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
79.4,2025-10-23,8,T1_HIT,0.627,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
74.8,2025-10-24,5,T1_HIT,0.628,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
74.4,2025-10-27,5,T1_HIT,0.606,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
74.2,2025-10-31,1,T1_HIT,0.674,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
80.3,2025-11-03,6,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
78.6,2025-11-04,5,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
77.1,2025-11-06,12,T1_HIT,0.788,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
75.9,2025-11-07,11,T1_HIT,0.875,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
71.3,2025-11-10,10,T1_HIT,1.002,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
90.5,2025-11-24,8,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
77.6,2025-11-25,9,STOP_HIT,-1.032,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
72.0,2025-11-26,7,STOP_HIT,-1.031,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
71.2,2025-11-27,6,STOP_HIT,-1.035,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
76.6,2025-11-28,4,STOP_HIT,-1.025,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
70.8,2026-01-01,7,STOP_HIT,-1.032,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
80.9,2026-01-05,5,STOP_HIT,-1.034,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
73.2,2026-01-06,3,STOP_HIT,-1.04,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
85.4,2026-01-07,2,STOP_HIT,-1.04,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
74.4,2026-01-27,1,T1_HIT,1.461,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
90.1,2026-01-28,4,T1_HIT,0.72,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
91.0,2026-01-29,3,T1_HIT,0.704,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
78.6,2026-01-30,2,T1_HIT,0.763,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
80.9,2026-02-02,6,T1_HIT,0.777,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
87.4,2026-02-03,5,T1_HIT,0.749,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
77.5,2026-02-04,4,T1_HIT,0.763,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
75.6,2026-02-06,2,T1_HIT,0.704,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
75.2,2026-02-09,1,T1_HIT,0.674,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
85.3,2026-02-10,6,T1_HIT,0.65,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
71.4,2026-02-11,5,T1_HIT,0.649,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
78.2,2026-02-12,14,T1_HIT,0.655,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
84.6,2026-02-18,11,T1_HIT,0.781,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
74.5,2026-02-20,9,T1_HIT,0.892,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
74.8,2026-02-23,15,T1_HIT,0.901,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
75.4,2026-02-24,14,T1_HIT,0.895,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
80.4,2026-02-26,15,T1_HIT,0.933,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
70.6,2026-02-27,14,T1_HIT,1.114,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
72.3,2026-03-02,13,T1_HIT,1.014,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
87.6,2026-03-05,11,T1_HIT,0.972,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
84.7,2026-03-06,5,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
80.1,2026-03-11,2,STOP_HIT,-1.038,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
75.2,2026-03-16,1,T1_HIT,1.928,BULLISH,UNKNOWN,OTHER,ACUTAAS.NS
90.2,2026-03-17,3,T1_HIT,0.75,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
71.7,2026-03-18,2,T1_HIT,1.011,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
75.8,2026-03-19,1,T1_HIT,1.227,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
88.5,2026-03-20,3,T1_HIT,0.746,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
85.0,2026-03-23,1,T1_HIT,1.309,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
84.7,2026-03-24,4,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
85.3,2026-03-25,3,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
79.1,2026-03-27,2,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
75.9,2026-03-30,1,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
87.5,2026-04-01,1,STOP_HIT,-1.06,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
80.0,2026-04-10,13,T1_HIT,1.655,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
79.2,2026-04-13,12,T1_HIT,1.45,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
70.3,2026-04-16,10,T1_HIT,2.424,BULLISH,UNKNOWN,OTHER,ACUTAAS.NS
71.8,2026-04-17,9,T1_HIT,2.155,BULLISH,UNKNOWN,OTHER,ACUTAAS.NS
72.7,2026-04-20,8,T1_HIT,1.625,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
78.3,2026-04-22,6,T1_HIT,1.617,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
77.5,2026-04-27,11,T1_HIT,1.66,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
76.9,2026-04-30,15,T1_HIT,1.533,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
84.3,2026-05-04,13,T1_HIT,1.502,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
78.0,2026-05-05,12,T1_HIT,1.475,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
77.2,2026-05-06,11,T1_HIT,1.41,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
75.3,2026-05-07,10,T1_HIT,1.282,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
73.9,2026-05-08,9,T1_HIT,1.236,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
83.9,2026-05-11,14,T1_HIT,1.215,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
76.9,2026-05-12,10,T1_HIT,1.275,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
74.8,2026-05-13,9,T1_HIT,1.017,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
84.9,2026-05-19,8,T1_HIT,0.83,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
86.1,2026-05-21,11,T1_HIT,0.828,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
74.1,2026-05-22,5,T1_HIT,0.857,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
75.0,2026-05-25,4,T1_HIT,0.878,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
83.0,2026-05-26,8,T1_HIT,0.797,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
73.0,2026-05-27,7,T1_HIT,0.827,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
85.2,2026-05-29,5,T1_HIT,0.774,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
75.4,2026-06-01,4,T1_HIT,0.946,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
76.8,2026-06-03,3,T1_HIT,0.837,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
74.6,2026-06-04,2,T1_HIT,0.798,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
91.1,2026-06-05,7,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,ACUTAAS.NS
81.0,2026-06-08,6,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ACUTAAS.NS
75.9,2025-03-27,6,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
73.5,2025-04-17,5,T1_HIT,0.884,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
71.1,2025-04-24,8,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
71.8,2025-06-09,4,STOP_HIT,-1.04,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
74.8,2025-09-22,6,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
74.6,2025-10-15,12,T1_HIT,0.982,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
71.9,2025-10-17,9,T1_HIT,1.554,BULLISH,UNKNOWN,OTHER,ADANIENSOL.NS
92.9,2025-10-29,10,T1_HIT,1.077,BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
87.2,2025-10-31,9,T1_HIT,0.862,BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
76.8,2025-11-03,8,T1_HIT,0.723,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
76.6,2025-11-04,6,T1_HIT,0.872,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
86.0,2025-11-13,17,STOP_HIT,-1.027,BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
79.3,2025-11-14,16,STOP_HIT,-1.029,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
75.1,2025-11-17,12,STOP_HIT,-1.033,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
76.8,2025-11-18,4,STOP_HIT,-1.033,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
72.4,2025-11-28,3,STOP_HIT,-1.073,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
79.0,2025-12-01,2,STOP_HIT,-1.063,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
72.7,2025-12-19,8,T1_HIT,3.069,CAUTIOUS_BULLISH,UNKNOWN,PULLBACK,ADANIENSOL.NS
75.1,2025-12-30,8,STOP_HIT,-1.048,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
73.6,2025-12-31,7,STOP_HIT,-1.047,BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
91.4,2026-01-01,5,STOP_HIT,-1.035,BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
77.2,2026-01-02,4,STOP_HIT,-1.032,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
75.3,2026-01-05,3,STOP_HIT,-1.043,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
70.2,2026-02-10,20,TIME_EXIT,-0.362,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
73.7,2026-02-11,13,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
71.6,2026-02-20,6,STOP_HIT,-1.064,BULLISH,UNKNOWN,OTHER,ADANIENSOL.NS
75.3,2026-03-16,1,STOP_HIT,-1.11,CAUTIOUS_BULLISH,UNKNOWN,OTHER,ADANIENSOL.NS
75.8,2026-03-18,3,STOP_HIT,-1.036,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
72.5,2026-03-20,1,STOP_HIT,-1.076,CAUTIOUS_BULLISH,UNKNOWN,OTHER,ADANIENSOL.NS
90.9,2026-04-08,2,T1_HIT,0.913,BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
76.3,2026-04-09,1,T1_HIT,0.884,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
89.7,2026-04-10,4,T1_HIT,0.823,BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
86.9,2026-04-13,3,T1_HIT,0.827,BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
75.0,2026-04-15,2,T1_HIT,0.847,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
83.9,2026-04-16,4,T1_HIT,0.831,BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
87.4,2026-04-17,3,T1_HIT,0.831,BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
74.5,2026-04-20,2,T1_HIT,0.829,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
73.0,2026-04-21,1,T1_HIT,0.838,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
89.3,2026-04-22,4,T1_HIT,0.766,BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
77.0,2026-04-23,2,T1_HIT,0.777,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
90.6,2026-04-24,11,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
86.7,2026-04-27,3,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
75.0,2026-04-28,2,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
73.9,2026-04-29,8,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
77.4,2026-05-07,3,STOP_HIT,-1.024,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
76.7,2026-05-19,5,T1_HIT,2.657,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
78.6,2026-05-26,9,T1_HIT,1.083,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
89.9,2026-05-27,20,TIME_EXIT,-0.377,BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
76.9,2026-05-29,20,TIME_EXIT,-0.064,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
76.5,2026-06-01,20,TIME_EXIT,-0.103,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
75.9,2026-06-02,20,TIME_EXIT,-0.338,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
86.7,2026-06-05,20,TIME_EXIT,-0.099,BULLISH,UNKNOWN,BREAKOUT,ADANIENSOL.NS
81.6,2026-06-08,20,TIME_EXIT,0.398,BULLISH,UNKNOWN,MOMENTUM,ADANIENSOL.NS
74.5,2025-09-22,4,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIGREEN.NS
75.0,2025-10-29,17,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIGREEN.NS
70.3,2026-04-20,3,T1_HIT,0.769,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIGREEN.NS
73.9,2026-04-28,5,T1_HIT,0.765,BULLISH,UNKNOWN,MOMENTUM,ADANIGREEN.NS
72.5,2026-04-29,4,T1_HIT,0.912,BULLISH,UNKNOWN,MOMENTUM,ADANIGREEN.NS
83.1,2026-05-04,5,T1_HIT,0.914,BULLISH,UNKNOWN,BREAKOUT,ADANIGREEN.NS
81.1,2026-05-05,8,T1_HIT,0.895,BULLISH,UNKNOWN,BREAKOUT,ADANIGREEN.NS
80.9,2026-05-06,7,T1_HIT,0.851,BULLISH,UNKNOWN,BREAKOUT,ADANIGREEN.NS
72.3,2026-05-07,6,T1_HIT,0.836,BULLISH,UNKNOWN,MOMENTUM,ADANIGREEN.NS
71.9,2026-05-08,5,T1_HIT,0.902,BULLISH,UNKNOWN,MOMENTUM,ADANIGREEN.NS
82.0,2026-05-11,12,T1_HIT,0.898,BULLISH,UNKNOWN,BREAKOUT,ADANIGREEN.NS
83.0,2026-05-14,11,T1_HIT,0.986,BULLISH,UNKNOWN,BREAKOUT,ADANIGREEN.NS
74.0,2026-05-15,8,T1_HIT,0.978,BULLISH,UNKNOWN,OTHER,ADANIGREEN.NS
83.4,2026-05-19,6,T1_HIT,0.89,BULLISH,UNKNOWN,MOMENTUM,ADANIGREEN.NS
77.0,2026-05-25,2,T1_HIT,0.87,BULLISH,UNKNOWN,MOMENTUM,ADANIGREEN.NS
76.9,2026-05-26,20,TIME_EXIT,0.442,BULLISH,UNKNOWN,MOMENTUM,ADANIGREEN.NS
85.6,2026-05-27,20,TIME_EXIT,0.279,BULLISH,UNKNOWN,BREAKOUT,ADANIGREEN.NS
70.3,2026-05-28,20,TIME_EXIT,0.285,BULLISH,UNKNOWN,MOMENTUM,ADANIGREEN.NS
76.1,2026-05-29,20,TIME_EXIT,0.41,BULLISH,UNKNOWN,MOMENTUM,ADANIGREEN.NS
73.8,2026-06-01,15,T1_HIT,1.086,BULLISH,UNKNOWN,MOMENTUM,ADANIGREEN.NS
84.9,2026-06-05,20,TIME_EXIT,0.231,BULLISH,UNKNOWN,MOMENTUM,ADANIGREEN.NS
77.9,2026-06-08,20,TIME_EXIT,0.522,BULLISH,UNKNOWN,MOMENTUM,ADANIGREEN.NS
77.3,2025-06-10,3,STOP_HIT,-1.033,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIENT.NS
74.9,2025-09-23,20,TIME_EXIT,-0.628,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIENT.NS
72.5,2026-04-28,12,T1_HIT,0.769,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIENT.NS
72.4,2026-04-29,11,T1_HIT,0.889,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIENT.NS
75.2,2026-05-04,8,T1_HIT,0.935,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIENT.NS
75.2,2026-05-14,8,T1_HIT,0.786,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIENT.NS
75.6,2026-05-15,7,T1_HIT,0.748,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIENT.NS
74.1,2026-05-18,6,T1_HIT,0.795,BULLISH,UNKNOWN,MOMENTUM,ADANIENT.NS
78.5,2026-05-19,5,T1_HIT,0.679,BULLISH,UNKNOWN,MOMENTUM,ADANIENT.NS
72.6,2026-05-20,4,T1_HIT,0.712,BULLISH,UNKNOWN,MOMENTUM,ADANIENT.NS
83.4,2026-05-25,2,T1_HIT,0.625,BULLISH,UNKNOWN,BREAKOUT,ADANIENT.NS
86.4,2026-05-26,20,TIME_EXIT,-0.04,BULLISH,UNKNOWN,BREAKOUT,ADANIENT.NS
77.5,2026-05-27,20,TIME_EXIT,0.393,BULLISH,UNKNOWN,MOMENTUM,ADANIENT.NS
78.8,2026-05-29,17,T1_HIT,0.603,BULLISH,UNKNOWN,MOMENTUM,ADANIENT.NS
88.9,2026-06-05,20,TIME_EXIT,0.658,BULLISH,UNKNOWN,BREAKOUT,ADANIENT.NS
70.2,2026-06-08,18,T1_HIT,0.926,BULLISH,UNKNOWN,MOMENTUM,ADANIENT.NS
73.9,2025-04-15,2,T1_HIT,0.956,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIPORTS.NS
74.6,2025-04-17,10,T1_HIT,0.653,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIPORTS.NS
70.4,2025-04-21,9,T1_HIT,0.776,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
76.0,2025-05-05,17,T1_HIT,0.722,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,ADANIPORTS.NS
79.9,2025-05-29,15,STOP_HIT,-1.027,BULLISH,UNKNOWN,BREAKOUT,ADANIPORTS.NS
71.0,2025-05-30,14,STOP_HIT,-1.031,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
84.0,2025-06-02,13,STOP_HIT,-1.024,BULLISH,UNKNOWN,BREAKOUT,ADANIPORTS.NS
74.8,2025-06-03,12,STOP_HIT,-1.037,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
72.7,2025-06-10,4,STOP_HIT,-1.033,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
88.0,2025-09-19,18,T1_HIT,0.845,BULLISH,UNKNOWN,BREAKOUT,ADANIPORTS.NS
85.0,2025-09-22,20,TIME_EXIT,0.362,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
73.6,2025-09-23,20,TIME_EXIT,0.14,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
70.0,2025-09-24,3,STOP_HIT,-1.052,BULLISH,UNKNOWN,OTHER,ADANIPORTS.NS
73.1,2025-10-13,20,T1_HIT,1.049,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
71.4,2025-10-14,2,T1_HIT,1.393,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
73.1,2025-10-15,18,T1_HIT,0.964,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
87.3,2025-10-16,20,TIME_EXIT,0.328,BULLISH,UNKNOWN,BREAKOUT,ADANIPORTS.NS
73.8,2025-10-17,20,TIME_EXIT,0.185,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
74.5,2025-10-20,4,STOP_HIT,-1.051,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
70.0,2025-10-31,7,T1_HIT,1.716,CAUTIOUS_BULLISH,UNKNOWN,OTHER,ADANIPORTS.NS
72.3,2025-11-04,2,STOP_HIT,-1.136,BULLISH,UNKNOWN,OTHER,ADANIPORTS.NS
73.5,2025-11-11,13,T1_HIT,1.121,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
88.5,2025-11-12,20,TIME_EXIT,-0.152,BULLISH,UNKNOWN,BREAKOUT,ADANIPORTS.NS
71.8,2025-11-13,20,TIME_EXIT,0.046,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
79.6,2025-11-14,20,TIME_EXIT,0.113,BULLISH,UNKNOWN,BREAKOUT,ADANIPORTS.NS
72.3,2025-11-17,20,TIME_EXIT,0.046,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
71.6,2025-11-26,9,STOP_HIT,-1.064,BULLISH,UNKNOWN,OTHER,ADANIPORTS.NS
76.2,2025-11-28,7,STOP_HIT,-1.059,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
78.8,2025-12-01,5,STOP_HIT,-1.05,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
72.8,2025-12-02,4,STOP_HIT,-1.066,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
75.0,2026-02-06,16,STOP_HIT,-1.028,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
75.3,2026-02-09,15,STOP_HIT,-1.028,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
72.4,2026-02-26,2,STOP_HIT,-1.05,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
88.0,2026-04-17,9,T1_HIT,0.776,BULLISH,UNKNOWN,BREAKOUT,ADANIPORTS.NS
82.5,2026-04-20,8,T1_HIT,0.748,BULLISH,UNKNOWN,BREAKOUT,ADANIPORTS.NS
77.5,2026-04-21,9,T1_HIT,0.759,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
73.7,2026-04-22,8,T1_HIT,0.714,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
74.3,2026-04-23,7,T1_HIT,0.751,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
83.9,2026-04-27,5,T1_HIT,0.744,BULLISH,UNKNOWN,BREAKOUT,ADANIPORTS.NS
70.1,2026-04-28,4,T1_HIT,0.723,BULLISH,UNKNOWN,MOMENTUM,ADANIPORTS.NS
