confidence,date,exit_bars,outcome,r_multiple,regime,sector,setup,symbol
72.1,2025-04-16,15,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,3MINDIA.NS
76.3,2025-07-22,2,T1_HIT,0.432,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,3MINDIA.NS
78.0,2025-08-07,5,STOP_HIT,-1.033,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,3MINDIA.NS
74.2,2025-11-04,1,T1_HIT,0.368,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,3MINDIA.NS
82.9,2025-11-06,20,TIME_EXIT,-0.381,BULLISH,UNKNOWN,MOMENTUM,3MINDIA.NS
79.7,2025-11-07,2,T1_HIT,0.338,BULLISH,UNKNOWN,MOMENTUM,3MINDIA.NS
78.7,2025-11-10,20,TIME_EXIT,-0.403,BULLISH,UNKNOWN,MOMENTUM,3MINDIA.NS
72.3,2025-11-11,20,TIME_EXIT,-0.552,BULLISH,UNKNOWN,MOMENTUM,3MINDIA.NS
70.0,2025-12-31,2,T1_HIT,2.232,CAUTIOUS_BULLISH,UNKNOWN,OTHER,3MINDIA.NS
82.2,2026-01-01,4,STOP_HIT,-1.048,BULLISH,UNKNOWN,BREAKOUT,3MINDIA.NS
86.8,2026-01-02,3,STOP_HIT,-1.046,BULLISH,UNKNOWN,BREAKOUT,3MINDIA.NS
71.3,2026-01-05,2,STOP_HIT,-1.044,BULLISH,UNKNOWN,MOMENTUM,3MINDIA.NS
71.5,2026-01-16,1,STOP_HIT,-1.112,CAUTIOUS_BULLISH,UNKNOWN,OTHER,3MINDIA.NS
76.4,2026-02-06,1,T1_HIT,2.032,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,3MINDIA.NS
85.8,2026-02-09,5,STOP_HIT,-1.031,BULLISH,UNKNOWN,BREAKOUT,3MINDIA.NS
85.3,2026-02-10,4,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,3MINDIA.NS
77.6,2026-02-11,2,STOP_HIT,-1.025,BULLISH,UNKNOWN,MOMENTUM,3MINDIA.NS
86.7,2026-02-12,1,STOP_HIT,-1.028,BULLISH,UNKNOWN,MOMENTUM,3MINDIA.NS
75.3,2026-02-20,6,STOP_HIT,-1.081,BULLISH,UNKNOWN,MOMENTUM,3MINDIA.NS
81.6,2026-02-27,1,STOP_HIT,-1.036,BULLISH,UNKNOWN,MOMENTUM,3MINDIA.NS
72.6,2024-11-25,11,T1_HIT,1.608,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
77.8,2024-11-27,13,T1_HIT,1.124,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
71.3,2024-11-28,12,T1_HIT,1.287,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
76.3,2024-12-03,10,T1_HIT,0.983,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
77.0,2024-12-10,9,T1_HIT,0.83,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
70.9,2024-12-11,10,T1_HIT,0.82,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
71.0,2024-12-16,14,T1_HIT,0.73,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
75.9,2025-06-05,7,T1_HIT,0.976,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
70.2,2025-06-06,5,T1_HIT,1.105,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
70.4,2025-06-09,5,T1_HIT,1.213,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
77.0,2025-06-13,14,T1_HIT,0.895,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
76.7,2025-06-16,14,T1_HIT,0.827,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
77.4,2025-06-17,12,T1_HIT,0.821,BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
74.9,2025-06-18,5,T1_HIT,1.053,BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
80.8,2025-06-19,3,T1_HIT,1.137,BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
84.0,2025-06-25,8,T1_HIT,0.755,BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
84.0,2025-06-26,6,T1_HIT,0.978,BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
87.0,2025-06-27,6,T1_HIT,0.78,BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
86.2,2025-06-30,19,STOP_HIT,-1.024,BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
73.6,2025-07-01,4,T1_HIT,1.218,BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
81.1,2025-07-03,13,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
83.0,2025-07-04,12,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
83.2,2025-07-07,11,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
79.4,2025-07-08,10,STOP_HIT,-1.028,BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
73.0,2025-07-18,2,STOP_HIT,-1.049,BULLISH,UNKNOWN,OTHER,360ONE.NS
71.2,2025-07-21,1,STOP_HIT,-1.038,BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
84.8,2025-10-14,2,T1_HIT,0.704,BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
91.1,2025-10-15,14,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
83.2,2025-10-16,10,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
71.1,2025-10-17,9,STOP_HIT,-1.026,BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
91.4,2025-10-20,8,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
71.1,2025-10-21,7,STOP_HIT,-1.027,BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
70.6,2025-11-27,9,STOP_HIT,-1.032,BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
82.9,2025-11-28,8,STOP_HIT,-1.028,BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
82.2,2025-12-01,6,STOP_HIT,-1.029,BULLISH,UNKNOWN,BREAKOUT,360ONE.NS
77.9,2025-12-02,3,STOP_HIT,-1.047,BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
72.1,2025-12-11,9,T1_HIT,2.632,BULLISH,UNKNOWN,OTHER,360ONE.NS
74.8,2025-12-15,7,T1_HIT,2.064,BULLISH,UNKNOWN,OTHER,360ONE.NS
71.5,2025-12-23,13,STOP_HIT,-1.038,BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
83.9,2025-12-24,12,STOP_HIT,-1.033,BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
73.4,2025-12-30,8,STOP_HIT,-1.04,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
74.1,2026-01-05,4,STOP_HIT,-1.045,BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
76.5,2026-01-07,2,STOP_HIT,-1.058,BULLISH,UNKNOWN,OTHER,360ONE.NS
70.9,2026-01-08,1,STOP_HIT,-1.08,BULLISH,UNKNOWN,OTHER,360ONE.NS
74.2,2026-01-16,2,STOP_HIT,-1.045,BULLISH,UNKNOWN,OTHER,360ONE.NS
94.5,2026-01-19,1,STOP_HIT,-1.107,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,360ONE.NS
77.2,2025-04-22,6,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,20MICRONS.NS
76.1,2025-05-19,10,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,20MICRONS.NS
75.7,2025-07-16,5,T1_HIT,0.987,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,20MICRONS.NS
80.8,2025-07-17,3,T1_HIT,1.02,BULLISH,UNKNOWN,MOMENTUM,20MICRONS.NS
84.4,2025-07-18,6,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,20MICRONS.NS
78.8,2025-07-21,1,T1_HIT,0.951,BULLISH,UNKNOWN,MOMENTUM,20MICRONS.NS
91.5,2025-07-22,4,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,20MICRONS.NS
79.6,2025-07-23,3,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,20MICRONS.NS
72.8,2025-07-24,2,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,20MICRONS.NS
75.8,2026-05-25,6,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,20MICRONS.NS
76.0,2024-10-15,3,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,5PAISA.NS
75.7,2026-01-01,9,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,5PAISA.NS
71.8,2026-01-06,3,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,5PAISA.NS
75.4,2024-10-11,1,T1_HIT,1.293,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
75.7,2024-10-14,1,T1_HIT,1.131,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
75.2,2024-10-15,2,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
74.5,2024-10-31,1,T1_HIT,1.07,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
70.6,2024-11-01,9,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
72.6,2024-11-28,3,T1_HIT,1.424,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
70.9,2024-12-02,3,T1_HIT,1.299,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
74.0,2024-12-03,3,T1_HIT,1.247,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
74.7,2024-12-06,2,T1_HIT,1.062,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
72.1,2024-12-10,2,T1_HIT,0.952,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
70.7,2024-12-11,2,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
74.9,2024-12-18,2,T1_HIT,0.758,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
76.7,2025-03-25,8,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
90.9,2025-05-20,3,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
84.4,2025-05-21,2,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
77.7,2025-05-22,11,T1_HIT,1.01,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
78.6,2025-05-30,5,T1_HIT,1.044,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
75.6,2025-06-02,4,T1_HIT,1.055,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
78.4,2025-06-03,3,T1_HIT,1.143,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
79.5,2025-06-05,8,T1_HIT,1.078,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
72.7,2025-06-10,4,T1_HIT,1.334,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
84.2,2025-06-11,10,T1_HIT,1.148,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
76.4,2025-06-12,9,T1_HIT,1.147,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
81.0,2025-06-13,6,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
78.7,2025-06-16,4,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
82.2,2025-06-17,4,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
75.2,2025-06-18,2,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
86.9,2025-06-24,7,T1_HIT,1.039,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
92.9,2025-06-25,6,T1_HIT,0.973,BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
77.4,2025-06-26,5,T1_HIT,1.103,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
77.6,2025-06-27,9,T1_HIT,1.068,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
77.1,2025-06-30,3,T1_HIT,1.041,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
76.9,2025-07-01,7,T1_HIT,1.074,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
86.8,2025-07-03,5,T1_HIT,1.131,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
83.8,2025-07-09,13,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
85.2,2025-07-10,12,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,63MOONS.NS
74.6,2025-07-11,12,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
75.5,2025-07-14,11,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
73.1,2025-07-15,12,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,63MOONS.NS
74.1,2024-11-07,2,STOP_HIT,-1.029,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AADHARHFC.NS
70.0,2025-04-03,2,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AADHARHFC.NS
74.8,2025-05-05,2,STOP_HIT,-1.036,BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
70.7,2025-06-09,4,STOP_HIT,-1.056,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
79.0,2025-06-30,11,T1_HIT,1.325,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
83.6,2025-07-01,10,T1_HIT,0.918,BULLISH,UNKNOWN,BREAKOUT,AADHARHFC.NS
74.0,2025-07-02,9,T1_HIT,0.908,BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
77.1,2025-07-03,8,T1_HIT,1.039,BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
72.8,2025-07-04,7,T1_HIT,1.369,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
72.5,2025-07-07,6,T1_HIT,2.048,CAUTIOUS_BULLISH,UNKNOWN,OTHER,AADHARHFC.NS
71.1,2025-07-14,1,T1_HIT,1.609,BULLISH,UNKNOWN,OTHER,AADHARHFC.NS
93.0,2025-07-15,1,T1_HIT,0.814,BULLISH,UNKNOWN,BREAKOUT,AADHARHFC.NS
91.2,2025-07-16,4,T1_HIT,0.596,BULLISH,UNKNOWN,BREAKOUT,AADHARHFC.NS
77.7,2025-07-17,3,T1_HIT,0.586,BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
75.9,2025-07-18,2,T1_HIT,0.617,BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
91.4,2025-07-21,20,TIME_EXIT,-0.355,BULLISH,UNKNOWN,BREAKOUT,AADHARHFC.NS
83.4,2025-07-22,20,TIME_EXIT,-0.117,BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
72.5,2025-07-28,20,TIME_EXIT,-0.378,BULLISH,UNKNOWN,OTHER,AADHARHFC.NS
79.2,2025-09-03,7,STOP_HIT,-1.057,BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
70.5,2025-09-05,5,STOP_HIT,-1.068,BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
73.2,2025-09-08,4,STOP_HIT,-1.099,CAUTIOUS_BULLISH,UNKNOWN,OTHER,AADHARHFC.NS
72.8,2025-09-15,1,T1_HIT,1.369,BULLISH,UNKNOWN,OTHER,AADHARHFC.NS
92.6,2025-09-16,12,STOP_HIT,-1.031,BULLISH,UNKNOWN,BREAKOUT,AADHARHFC.NS
80.3,2025-09-17,9,STOP_HIT,-1.033,BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
75.2,2025-09-18,6,STOP_HIT,-1.036,BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
70.9,2025-09-19,5,STOP_HIT,-1.038,BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
92.0,2026-05-05,7,STOP_HIT,-1.024,BULLISH,UNKNOWN,BREAKOUT,AADHARHFC.NS
84.1,2026-05-06,6,STOP_HIT,-1.046,BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
78.2,2026-05-07,4,STOP_HIT,-1.049,BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
74.2,2026-05-08,3,STOP_HIT,-1.048,BULLISH,UNKNOWN,MOMENTUM,AADHARHFC.NS
74.7,2025-05-13,4,T1_HIT,0.761,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AARTIDRUGS.NS
78.1,2025-07-04,7,T1_HIT,1.011,BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
79.8,2025-07-07,6,T1_HIT,1.004,BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
91.3,2025-07-15,4,T1_HIT,0.682,BULLISH,UNKNOWN,BREAKOUT,AARTIDRUGS.NS
75.1,2025-07-16,3,T1_HIT,0.748,BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
74.1,2025-07-17,2,T1_HIT,0.759,BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
74.7,2025-07-18,1,T1_HIT,0.758,BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
84.9,2025-07-21,9,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
73.2,2025-07-24,6,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
71.0,2025-07-25,5,STOP_HIT,-1.025,BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
70.2,2025-09-09,8,T1_HIT,1.902,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
88.1,2025-09-10,12,STOP_HIT,-1.028,BULLISH,UNKNOWN,BREAKOUT,AARTIDRUGS.NS
78.1,2025-09-11,11,STOP_HIT,-1.029,BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
71.5,2025-09-12,10,STOP_HIT,-1.033,BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
74.1,2025-09-15,9,STOP_HIT,-1.037,BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
71.9,2025-09-16,8,STOP_HIT,-1.037,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
86.9,2025-09-19,5,STOP_HIT,-1.03,BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
73.3,2025-09-22,4,STOP_HIT,-1.037,BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
78.2,2025-10-06,15,STOP_HIT,-1.084,BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
75.3,2025-10-07,13,STOP_HIT,-1.055,BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
75.4,2025-10-08,12,STOP_HIT,-1.063,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
70.7,2025-10-13,8,STOP_HIT,-1.051,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
71.9,2025-10-16,5,STOP_HIT,-1.034,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
78.6,2025-11-03,2,STOP_HIT,-1.09,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
73.0,2025-11-04,1,STOP_HIT,-1.092,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
77.3,2025-11-10,1,STOP_HIT,-1.037,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AARTIDRUGS.NS
70.3,2026-05-04,7,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AARTIDRUGS.NS
70.2,2025-05-19,20,TIME_EXIT,-0.626,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AARTIIND.NS
72.2,2026-02-05,2,T1_HIT,0.411,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AARTIIND.NS
73.1,2026-02-09,15,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AARTIIND.NS
72.1,2026-04-09,8,T1_HIT,2.81,BULLISH,UNKNOWN,MOMENTUM,AARTIIND.NS
79.6,2026-04-17,4,T1_HIT,1.403,BULLISH,UNKNOWN,BREAKOUT,AARTIIND.NS
80.3,2026-04-20,5,T1_HIT,1.278,BULLISH,UNKNOWN,BREAKOUT,AARTIIND.NS
83.6,2026-04-21,4,T1_HIT,1.178,BULLISH,UNKNOWN,BREAKOUT,AARTIIND.NS
86.2,2026-04-22,5,T1_HIT,1.046,BULLISH,UNKNOWN,BREAKOUT,AARTIIND.NS
77.5,2026-04-23,3,T1_HIT,1.051,BULLISH,UNKNOWN,MOMENTUM,AARTIIND.NS
77.3,2026-04-24,6,T1_HIT,1.059,BULLISH,UNKNOWN,MOMENTUM,AARTIIND.NS
91.0,2026-04-27,15,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,AARTIIND.NS
89.1,2026-04-28,10,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,AARTIIND.NS
75.7,2026-04-29,9,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,AARTIIND.NS
76.7,2026-04-30,8,STOP_HIT,-1.023,BULLISH,UNKNOWN,MOMENTUM,AARTIIND.NS
85.1,2026-05-04,6,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,AARTIIND.NS
71.8,2026-05-21,8,STOP_HIT,-1.05,BULLISH,UNKNOWN,MOMENTUM,AARTIIND.NS
72.4,2026-05-22,6,STOP_HIT,-1.083,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AARTIIND.NS
74.4,2024-11-06,9,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
71.1,2025-02-17,8,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
78.0,2025-04-03,1,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
73.9,2025-04-28,3,STOP_HIT,-1.058,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
70.7,2025-04-29,2,STOP_HIT,-1.036,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
71.6,2025-05-08,7,T1_HIT,2.037,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
78.9,2025-05-09,6,T1_HIT,1.549,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
93.1,2025-05-12,13,T1_HIT,1.5,BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
79.4,2025-05-13,6,T1_HIT,1.532,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
78.0,2025-05-14,12,T1_HIT,1.52,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
77.6,2025-05-15,10,T1_HIT,1.576,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
75.8,2025-05-16,9,T1_HIT,1.621,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
92.1,2025-05-19,20,TIME_EXIT,0.26,BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
75.4,2025-05-20,11,T1_HIT,1.225,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
85.8,2025-05-21,10,T1_HIT,1.009,BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
74.4,2025-05-22,9,T1_HIT,0.98,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
74.3,2025-05-23,8,T1_HIT,0.925,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
75.0,2025-05-27,6,T1_HIT,0.872,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
82.6,2025-05-29,20,TIME_EXIT,-0.448,BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
81.6,2025-05-30,14,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
83.0,2025-06-04,8,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
71.2,2025-06-30,10,T1_HIT,1.634,CAUTIOUS_BULLISH,UNKNOWN,OTHER,AARTIPHARM.NS
75.6,2025-07-01,11,T1_HIT,1.077,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
70.6,2025-07-11,15,STOP_HIT,-1.036,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
82.9,2025-07-14,14,STOP_HIT,-1.034,BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
87.5,2025-07-15,13,STOP_HIT,-1.03,BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
84.6,2025-07-16,12,STOP_HIT,-1.024,BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
76.4,2025-07-17,11,STOP_HIT,-1.029,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
71.9,2025-07-18,10,STOP_HIT,-1.034,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
73.0,2025-09-10,11,STOP_HIT,-1.031,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
74.5,2025-09-11,10,STOP_HIT,-1.027,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
81.1,2025-09-12,8,STOP_HIT,-1.025,BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
82.6,2025-09-15,7,STOP_HIT,-1.023,BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
73.0,2025-09-17,4,STOP_HIT,-1.034,BULLISH,UNKNOWN,MOMENTUM,AARTIPHARM.NS
73.0,2025-09-19,2,STOP_HIT,-1.03,BULLISH,UNKNOWN,OTHER,AARTIPHARM.NS
77.4,2026-04-30,2,T1_HIT,1.02,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
75.2,2026-05-04,5,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AARTIPHARM.NS
77.0,2025-04-21,4,STOP_HIT,-1.023,CAUTIOUS_BULLISH,UNKNOWN,BREAKOUT,AAVAS.NS
70.7,2025-04-23,2,STOP_HIT,-1.033,CAUTIOUS_BULLISH,UNKNOWN,MOMENTUM,AAVAS.NS
91.5,2025-06-27,1,T1_HIT,0.623,BULLISH,UNKNOWN,BREAKOUT,AAVAS.NS
